0, -87.89999999999999, 76.05, 10.5, 1.4335966678696037
1, -89.55, 76.64999999999999, 11.4, 1.4231506358174095
2, -89.39999999999999, 76.8, 11.549999999999999, 1.4215243717548363
3, -88.8, 76.2, 10.35, 1.4357957145790812
4, -88.5, 77.39999999999999, 10.65, 1.4340580643302487
5, -88.64999999999999, 75.6, 10.5, 1.4327903031373772
6, -88.64999999999999, 76.8, 10.799999999999999, 1.4310874525057329
7, -88.05, 75.89999999999999, 11.4, 1.4217131051251852
8, -88.2, 76.8, 8.7, 1.4579959455932372
9, -87.75, 75.45, 10.35, 1.4344702451975955
10, -88.8, 76.2, 9.9, 1.4415987550900886
11, -88.95, 76.05, 11.25, 1.4239324256172319
12, -91.2, 76.8, 9.75, 1.4445187198610099
13, -88.64999999999999, 76.8, 10.5, 1.4349199985651953
14, -88.95, 76.5, 11.25, 1.4247840690836213
15, -89.25, 76.64999999999999, 10.65, 1.4327369726483872
16, -88.95, 76.5, 10.799999999999999, 1.4305467171582915
17, -89.25, 76.2, 9.15, 1.4512897791047432
18, -88.2, 76.8, 9.75, 1.4445187198610099
19, -88.5, 76.64999999999999, 10.65, 1.4327369726483872
20, -89.7, 76.8, 10.799999999999999, 1.4310874525057329
21, -88.95, 75.6, 10.5, 1.4327903031373772
22, -88.5, 75.89999999999999, 10.35, 1.4352686128093959
23, -88.2, 75.6, 11.25, 1.4230708619195982
24, -90.14999999999999, 75.6, 11.549999999999999, 1.4191908393566237
25, -88.95, 76.05, 10.5, 1.4335966678696037
26, -88.64999999999999, 76.5, 10.049999999999999, 1.4401718219176498
27, -89.55, 75.45, 10.65, 1.430569649256345
28, -88.64999999999999, 76.8, 10.799999999999999, 1.4310874525057329
29, -89.39999999999999, 77.25, 10.5, 1.4357018883455415
30, -88.95, 76.5, 11.25, 1.4247840690836213
31, -90.0, 76.64999999999999, 10.65, 1.4327369726483872
32, -88.95, 76.5, 10.049999999999999, 1.4401718219176498
33, -88.95, 75.6, 12.0, 1.4133794540683058
34, -88.5, 76.2, 10.35, 1.4357957145790812
35, -89.25, 75.89999999999999, 9.6, 1.4449821893148174
36, -88.5, 75.89999999999999, 10.65, 1.4313902717436682
37, -89.25, 76.64999999999999, 9.6, 1.4462004844685918
38, -88.05, 76.2, 9.9, 1.4415987550900886
39, -89.7, 76.5, 11.25, 1.4247840690836213
40, -88.2, 76.5, 10.049999999999999, 1.4401718219176498
41, -88.5, 76.2, 10.65, 1.43193207237668
42, -89.39999999999999, 75.3, 11.25, 1.4224908895913122
43, -87.45, 78.0, 9.75, 1.446441332248135
44, -88.95, 77.25, 9.0, 1.4548143423145719
45, -88.5, 75.45, 9.6, 1.4442397702473109
46, -88.95, 77.25, 11.549999999999999, 1.422381167868743
47, -88.5, 77.39999999999999, 10.65, 1.4340580643302487
48, -88.05, 77.39999999999999, 9.6, 1.4473955304318202
49, -90.0, 76.64999999999999, 11.1, 1.4269819916038395
50, -88.5, 75.89999999999999, 10.65, 1.4313902717436682
51, -88.05, 75.45, 11.1, 1.4247268346514492
52, -87.89999999999999, 77.55, 10.049999999999999, 1.4419207825037113
53, -88.8, 76.2, 11.4, 1.4222914388506194
54, -88.8, 76.2, 10.35, 1.4357957145790812
55, -88.5, 75.89999999999999, 10.35, 1.4352686128093959
56, -88.5, 75.45, 9.9, 1.4403289389340461
57, -88.95, 76.8, 10.049999999999999, 1.4406763228518478
58, -90.3, 75.14999999999999, 10.65, 1.430017214709907
59, -87.45, 76.05, 11.549999999999999, 1.4200743496083843
60, -88.5, 77.1, 10.65, 1.4335326541330964
61, -89.55, 76.2, 10.65, 1.43193207237668
62, -89.25, 76.2, 9.6, 1.44547234030335
63, -88.8, 75.14999999999999, 10.35, 1.433932786727123
64, -88.2, 76.5, 10.799999999999999, 1.4305467171582915
65, -88.5, 75.45, 10.65, 1.430569649256345
66, -88.5, 75.89999999999999, 11.1, 1.4255807003023782
67, -89.39999999999999, 75.6, 8.7, 1.456220971557166
68, -87.75, 75.89999999999999, 10.35, 1.4352686128093959
69, -88.5, 75.89999999999999, 9.6, 1.4449821893148174
70, -88.8, 77.1, 10.65, 1.4335326541330964
71, -88.64999999999999, 76.05, 10.799999999999999, 1.4297277724154185
72, -88.95, 76.5, 9.299999999999999, 1.449821329033793
73, -89.39999999999999, 76.8, 9.299999999999999, 1.4502893171036721
74, -87.45, 76.05, 9.299999999999999, 1.4491125255063475
75, -88.95, 77.25, 9.75, 1.4452465896863709
76, -88.5, 75.89999999999999, 10.35, 1.4352686128093959
77, -87.89999999999999, 77.25, 10.5, 1.4357018883455415
78, -88.05, 77.39999999999999, 10.65, 1.4340580643302487
79, -88.8, 76.2, 9.9, 1.4415987550900886
80, -87.89999999999999, 75.3, 9.75, 1.4420306771938396
81, -88.8, 76.64999999999999, 9.6, 1.4462004844685918
82, -89.7, 76.5, 10.799999999999999, 1.4305467171582915
83, -88.5, 76.2, 11.4, 1.4222914388506194
84, -88.05, 75.45, 8.85, 1.4540336428901897
85, -88.05, 76.64999999999999, 10.65, 1.4327369726483872
86, -89.25, 75.89999999999999, 10.65, 1.4313902717436682
87, -87.75, 75.89999999999999, 9.6, 1.4449821893148174
88, -88.8, 76.2, 11.1, 1.4261444582228757
89, -88.05, 76.64999999999999, 9.15, 1.4519847799233077
90, -89.25, 76.64999999999999, 9.9, 1.442348914074037
91, -87.75, 75.14999999999999, 10.35, 1.433932786727123
92, -88.95, 76.05, 9.299999999999999, 1.4491125255063475
93, -87.75, 75.14999999999999, 8.4, 1.4594819315644572
